TokenID,language,paradigm,mode,gold,pred,correct,DtExp,DtRes,DtUniv,DtDTAM,TLTS,TLAspPfv,TLMdIrr,ClNegPol,ClCntfcl,VcPass,ASTrns,ASUnrg,ASUncc,AktState,AktAct,AktAcc,AktAch
42006024,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43011012,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42022071,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,zaojiu,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40015032,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43006046b,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,0,yi,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40017012,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40028007a,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40012028,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43005022,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40003002,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,0,yi,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40006002,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
43005006,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40022004,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43009022,cmn,suo_de,binary,1,0,False,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
43007046,cmn,suo_de,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
41010009,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43011037,cmn,suo_de,binary,0,1,False,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
42008048,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40019006,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43005033,cmn,suo_de,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
43004001,cmn,suo_de,binary,0,1,False,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
40001024,cmn,suo_de,binary,1,0,False,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41014009,cmn,suo_de,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43005038,cmn,suo_de,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40003017,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42024006,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41005020,cmn,suo_de,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
42009019,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43005037b,cmn,suo_de,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42024023,cmn,suo_de,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
41009009a,cmn,suo_de,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41006030,cmn,suo_de,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
43006027,cmn,suo_de,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43006036,cmn,suo_de,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43011017,cmn,compound,binary,1,0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40011023b,cmn,compound,binary,1,0,False,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
43001018,cmn,compound,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40009033,cmn,compound,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42024018,cmn,compound,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
42016011,cmn,compound,binary,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
42019046,cmn,compound,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40011025a,cmn,compound,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40026065,cmn,compound,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008027,cmn,compound,binary,1,0,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
41011017,cmn,compound,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42008012,cmn,compound,binary,0,1,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42022015,cmn,compound,binary,0,1,False,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
42008056,cmn,compound,binary,0,1,False,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
43008033,cmn,compound,binary,1,0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
43011032b,cmn,compound,binary,0,1,False,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
42010042,cmn,compound,binary,1,0,False,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42024023,cmn,compound,binary,0,1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
42002020a,cmn,compound,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40021016,cmn,compound,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40012028,cmn,compound,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42012003b,cmn,compound,binary,0,1,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42023015,cmn,you,binary,0,1,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
40009033,cmn,you,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43007015,cmn,you,binary,1,0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40026024b,cmn,you,binary,1,0,False,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
42015029b,cmn,you,binary,1,0,False,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43007051,cmn,you,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43006046b,cmn,you,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42007045,cmn,you,binary,0,1,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
42023041,cmn,you,binary,0,1,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
41002012,cmn,you,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40018013b,cmn,you,binary,1,0,False,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
43009022,cmn,nullmarked,binary,0,1,False,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
40028020,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
41010009,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42015032,cmn,nullmarked,binary,1,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
42001068a,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42010013b,cmn,nullmarked,binary,0,1,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
41005032,cmn,nullmarked,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
40018013a,cmn,nullmarked,binary,1,0,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
42014022,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
42023022a,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
40019006,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43007031,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40019027,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41016008,cmn,nullmarked,binary,1,0,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
42016011,cmn,nullmarked,binary,1,0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
42012005,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42001036,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43007015,cmn,nullmarked,binary,0,1,False,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42015021,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
43003013,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40028006,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40019028,cmn,nullmarked,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42017010c,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42017010a,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40003017,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40026024b,cmn,nullmarked,binary,0,1,False,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
43009018b,cmn,nullmarked,binary,0,1,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40006016,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008057,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42020039,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41014021a,cmn,nullmarked,binary,1,0,False,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
42004035,cmn,nullmarked,binary,1,0,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42022015,cmn,nullmarked,binary,0,1,False,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40009008,cmn,nullmarked,binary,1,0,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42006024,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008056,cmn,nullmarked,binary,0,1,False,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
43011032b,cmn,nullmarked,binary,1,0,False,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
43003018a,cmn,nullmarked,binary,1,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
42013016,cmn,nullmarked,binary,1,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42001019,cmn,nullmarked,binary,1,0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
42007022b,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008002a,cmn,nullmarked,binary,1,0,False,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
41015034,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43003024,cmn,nullmarked,binary,1,0,False,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
41006052,cmn,nullmarked,binary,1,0,False,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
43005022,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41010029,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42023041,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
43006027,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41003021,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40018013b,cmn,nullmarked,binary,0,1,False,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
42012039c,cmn,nullmarked,binary,1,0,False,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
42012039b,cmn,nullmarked,binary,1,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
42005002,cmn,nullmarked,binary,0,1,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
40022004,cmn,nullmarked,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40014004,cmn,nullmarked,binary,1,0,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42012003b,cmn,nullmarked,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
