TokenID,t_o,FullText,Target,t_surf,DtExp,CS,Reason,DtRes,CS,Reason,DtUniv,CS,Reason,DtDTAM,TLTS,CS,Reason,TLAspPfv,CS,Reason,TLMdIrr,CS,Reason,ClNegPol,CS,Reason,ClIntgv,CS,Reason,ClCntfcl,CS,Reason,VcPass,CS,Reason,ASTrns,CS,Reason,ASUnrg,CS,Reason,ASUncc,CS,Reason,AktState,CS,Reason,AktAct,CS,Reason,AktAcc,CS,Reason,AktAch,CS,Reason,AktSemel,CS,Reason,eng_gram,cmn_gram,deu_gram,jpn_gram,metadata
41016008,1,"They fled from the tomb , for trembling and astonishment had come on them . They said nothing to anyone for they were afraid .",had come on,had come on,0,High," The phrase ""had come on them"" describes a change of state (trembling and astonishment) that the subject is experiencing at the reference time, indicating a Resultative rather than Experiential reading.",1,--,"OR The phrase ""had come on them"" describes an emotional state (""trembling and astonishment"") that arose in the past, but the text doesn't explicitly state that they *remain* in that state at the reference time; it's more about the experience they had.",0,High," The phrase ""had come on them"" describes a change of state (the onset of trembling and astonishment), focusing on the resulting condition rather than the duration of the action itself, thus it is not Universal.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which is a tense shift according to the diagnostics.",1,High," The phrase ""had come on"" describes a transition or change of state (the onset of trembling and astonishment), fitting the perfective aspect criteria.",0,High," The phrase ""had come on"" describes a past state of trembling and astonishment that actually occurred, indicating a fact about the actual world rather than a hypothetical or potential situation.",0,High," The clause ""had come on them"" is not directly modified by ""not"" or ""n't"", does not contain a negative quantifier in a core argument position, is not modified by ""never"", and is not governed by ""neither"" or ""nor""; the negation ""nothing"" applies to the verb ""said"" in a separate clause.",0,High," ""Had come on"" describes an instantaneous transition to a state of trembling and astonishment, fitting the definition of an Achievement.",0,High," The phrase ""had come on them"" describes a real event that actually happened to them (trembling and astonishment), indicating a factual past rather than a counterfactual scenario.",0,High," The phrase ""had come on"" describes a state or feeling that affected them, not an action performed upon them with passive morphology.",0,High," The verb phrase ""had come on"" functions intransitively, describing a state that arose within them, without a direct object affected by the action.",0,High," ""Had come on"" describes a change of state happening to the subject (""trembling and astonishment""), indicating an unaccusative event rather than an unergative one.",1,High," ""Come on"" describes the appearance of trembling and astonishment, fitting the ""EXISTENCE or APPEARANCE"" criterion for unaccusative verbs.",0,High," ""Had come on"" describes an event or change of state (the onset of trembling and astonishment), indicating a dynamic situation rather than a static one.",0,--,"OR ""Had come on"" describes a continuous process of trembling and astonishment affecting them over a period, fitting the criteria for an activity.",0,High," ""Had come on"" in this context describes a sudden onset of feeling (trembling and astonishment), which aligns with an Achievement rather than a gradual Accomplishment.",1,High," ""Had come on"" describes an instantaneous transition to a state of trembling and astonishment, fitting the definition of an Achievement.",0,High," ""Had come on"" describes a state change (the onset of trembling and astonishment), indicating an Achievement rather than a Semelfactive event.","past, participle",nullmarked,"haben, partizip, prat, indikativ",,
41016010,1,"She told those who had been with him , for they mourned and wept .",had been (with),had been,0,--,"OR The verb ""told"" is a verb of communication, which is a strong indicator of the Experiential feature.",0,High," The phrase ""had been with him"" describes a past association or experience, not a change of state where the subject remains in a new state at the reference time.",1,High," The phrase ""had been with him"" describes a state of being in his company that extended over a period of time in the past, fitting the definition of Universal.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect construction, which triggers a value of 1 according to the diagnostics.",0,High," The phrase ""had been with"" describes a state of being in someone's company over a period of time, not a completed event or transition.",0,High," The phrase ""had been with him"" describes a past state of being, presented as a fact that occurred in the actual world, not a hypothetical or unrealized situation.",0,High," The clause ""had been with him"" is not under the scope of any negation; the sentence describes a positive state of being with him.",0,High," ""Had been with"" implies a state or activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," The phrase ""had been with him"" describes a past state of being with someone, indicating a real event that happened in the past, not a counterfactual scenario.",0,High," ""Had been"" is followed by ""with,"" a preposition, indicating a state or location rather than a passive construction where ""been"" would be followed by a past participle.",0,High," ""Had been"" functions as a copula-like verb here, indicating a state of being ""with him"" rather than a transitive action affecting an object.",0,High," ""Had been (with)"" is a prepositional phrase indicating location or association, not an intransitive verb describing an action originating from the subject.",1,--,"OR The phrase ""had been with him"" is a passive construction indicating a state of being *with* someone, not an unaccusative verb describing a change of state, location, or existence happening to the subject.",1,High," ""Had been with"" describes a state of existence or relationship (being in someone's company) over a period of time, fitting the criteria for AktState.",0,--,"OR ""Had been with"" describes a continuous state of association, fitting the criteria of an activity that extends over time without a specific endpoint.",0,High," ""Had been with"" describes a state of being in someone's company, which is an activity with no inherent endpoint, rather than a constructive process or gradual change leading to a defined goal.",0,High," ""Had been with"" implies a state or activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," ""Had been (with)"" implies a state or activity over a period of time, not a punctual, instantaneous event like a semelfactive verb.","past, participle",nullmarked,"sein, partizip, indikativ, prat",,
41016011,1,When they heard that he was alive and she had seen him they did not believe it .,had seen,had seen,1,High," The verb ""seen"" is a verb of perception, indicating an event in the subject's history.",0,High," The verb ""had seen"" describes a past perception event without implying a current, lasting change of state in the subject; the focus is on the act of seeing, not a resultant state.",0,High," The phrase ""had seen him"" describes a completed, punctual event of seeing, rather than a state or habitual series extending over a period.",0,1,High," The auxiliary ""had"" is overtly past, indicating a Past Perfect construction, which is a tense shift.",1,High," The gram ""had seen"" describes a completed action of seeing, marking a transition or boundary in the narrative, thus fitting the perfective aspect.",0,High," The phrase ""had seen him"" describes a completed action in the past, presented as a fact that the listeners disbelieved, thus representing a realized event in the actual world.",0,High," The negation ""did not believe"" applies to the verb ""believe,"" not to the target gram ""had seen,"" indicating that the clause containing ""had seen"" is not under the scope of a negator.",0,High," ""Had seen"" implies a duration of seeing, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",0,High," The phrase ""had seen"" is used to indicate an event that occurred before the disbelief, functioning as a standard past perfect for anteriority in a narrative, not a counterfactual scenario.",0,High," The target gram ""had seen"" is in the active voice, with ""she"" as the subject performing the action of seeing.",1,High," ""Had seen"" takes the direct object ""him,"" indicating a transitive usage where the action of seeing is directed towards a specific entity.",0,High," The verb ""had seen"" is transitive because ""him"" is the direct object, thus it cannot be unergative.",0,High," ""Had seen"" is a transitive verb phrase with ""him"" as the direct object, thus it cannot be unaccusative.",0,High," The verb ""see"" in the past perfect tense (""had seen"") describes an event that occurred, indicating a dynamic action rather than a static state.",0,--,"OR ""Had seen"" describes a dynamic process extending over time, fitting the criteria for an activity, and lacks a specified endpoint or goal.",0,High," ""See"" in this context is an Achievement; the act of seeing is instantaneous, even if the *result* of seeing has duration.",1,--,"OR ""Had seen"" implies a duration of seeing, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",0,High," The verb ""see"" in the perfect tense ""had seen"" implies a duration leading up to the present moment, indicating an activity rather than a punctual, instantaneous event.","past, participle","le, compound","sein, werden, partizip, konj1, prasens",,
41016014a,1,"Afterward he was revealed to the eleven as they sat at the table . He rebuked them for their unbelief and hardness of heart , because they did not believe those who had seen him after he had risen .",had seen,had seen,1,High," The verb ""seen"" is a verb of perception, indicating an experience of having witnessed something, thus fitting the Experiential diagnostic.",0,High," The verb ""had seen"" describes an act of perception that does not result in a change of state for the subject (those who saw him).",0,High," The phrase ""had seen him"" refers to a completed action of seeing, focusing on the result of having seen him rather than the duration of the seeing, and it is not habitual or iterative.",0,1,High," The auxiliary ""had"" is overtly PAST, indicating a Past Perfect tense, which is a tense shift according to the diagnostics.",1,High," The phrase ""had seen"" describes a completed action of seeing, focusing on the transition to a state of having seen, and advances the narrative by explaining why they were rebuked.",0,High," The phrase ""had seen"" describes a completed action in the past, presented as a fact that influenced the rebuke, indicating a realized event in the actual world.",0,High," The negation ""did not believe"" applies to the verb ""believe,"" not to the target gram ""had seen,"" which is embedded in a relative clause.",0,High," The verb ""see"" in ""had seen"" describes an activity with duration, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",0,High," The phrase ""had seen him after he had risen"" describes a past event that some people claimed to have witnessed, and the clause explains why the eleven were rebuked, indicating a factual past event rather than a counterfactual one.",0,High," The target gram ""had seen"" is in the active voice, with ""they"" as the subject performing the action of seeing.",1,High," ""had seen"" takes the direct object ""him,"" which is a specific, contextually recoverable entity, thus fulfilling the criteria for a transitive verb.",0,High," The verb ""had seen"" is transitive, taking ""him"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," ""Had seen"" is transitive, as it takes ""him"" as a direct object, thus it cannot be unaccusative.",0,High," ""Had seen"" describes a completed action of seeing, which is dynamic and not a static state, thus AktState is 0.",0,High," ""Had seen"" implies a completed action of witnessing a specific event (him after he had risen), suggesting a bounded event rather than a continuous activity.",0,High," ""Had seen"" describes an observation, which, while it may have duration, doesn't necessarily imply a constructive process, gradual physical change, or motion towards a goal; it's more akin to an achievement or activity depending on the context, but in this case, it's closer to an achievement of having witnessed something.",1,--,"OR ""Had seen"" implies a duration of observation and experience, not an instantaneous transition, thus failing the core criteria for Achievement.",0,High," The verb ""see"" in the context ""had seen him"" implies a duration of observation and potentially multiple instances of seeing, thus not fitting the instantaneous nature of a semelfactive event.","past, participle",guo,"partizip, prat, haben, indikativ",,"DTAM: ""...after he had risen"""
41016014b,1,"Afterward he was revealed to the eleven as they sat at the table . He rebuked them for their unbelief and hardness of heart , because they did not believe those who had seen him after he had risen .",had risen,had risen,0,High," The verb ""risen"" describes a change of location/state (from dead to alive and potentially in a different place), and the context implies he is no longer dead, thus it is not experiential.",1,High," The verb ""had risen"" describes a motion verb where the subject (Jesus) has moved to a destination (resurrection) and remains in that state at the reference time (after the resurrection).",0,High," The phrase ""had risen"" describes a completed action (Change of State) with focus on the resulting state of being risen, not the duration of the rising action itself.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which is a tense shift according to the diagnostics.",1,High," ""Had risen"" describes a completed transition or change of state (rising from the dead), marking a boundary and thus fitting the perfective aspect.",0,High," The phrase ""had risen"" describes a past event that is presented as a fact within the narrative, indicating a realized action rather than a hypothetical or potential one.",0,High," The negation ""did not believe"" applies to the verb ""believe,"" not to the target gram ""had risen,"" which is in a subordinate clause.",0,High," ""Had risen"" describes an instantaneous transition from being dead to being alive, fitting the definition of an Achievement.",0,High," The phrase ""had risen"" describes a past event that is presented as a fact, not a counterfactual scenario, and is used to indicate anteriority relative to the time when the disciples did not believe.",0,High," The verb ""risen"" is intransitive and does not take a direct object, indicating an active voice where the subject ""he"" is performing the action of rising, not being acted upon.",0,High," The verb ""risen"" in ""had risen"" is used intransitively, as it does not take a direct object, indicating an intransitive usage.",0,High," ""Had risen"" describes a change of state happening to the subject (""he""), specifically a transition from death to life, which aligns with the criteria for unaccusative verbs and thus should be 0.",1,High," ""Had risen"" describes a change of location/state (from dead to alive and potentially a change in physical location), and the subject ""he"" is not an agent controlling the event, thus fitting the criteria for an unaccusative verb.",0,High," ""Had risen"" describes a completed change of state (from dead to risen), indicating a dynamic event rather than a static state.",0,High," ""Had risen"" implies a completed event with a clear endpoint (coming back to life), thus indicating an achievement rather than an activity.",0,High," ""Had risen"" describes an instantaneous change of state (from dead to alive), fitting the definition of an Achievement rather than an Accomplishment.",1,High," ""Had risen"" describes an instantaneous transition from being dead to being alive, fitting the definition of an Achievement.",0,High," ""Had risen"" describes a change of state from being dead to being alive, thus it is not a semelfactive event.","past, participle",nullmarked,n_a,,
41016019,1,"After he had spoken to them the Lord Jesus , was received up into heaven , and sat down at the right hand of God .",had spoken,had spoken,1,High," ""Had spoken"" is a verb of communication, fitting the criteria for Experiential, and there's no indication of a resulting state that would make it Resultative.",0,High," The phrase ""had spoken"" describes a communicative activity that does not necessarily imply a lasting change of state in the listeners; the focus is on the act of speaking, not a resultant state.",0,High," The phrase ""had spoken"" describes a completed action prior to another event (being received into heaven), focusing on the completion of the speaking event rather than its duration.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which is a tense shift according to the diagnostics.",1,High," The phrase ""had spoken"" uses Simple Perfect morphology with a dynamic verb (""speak""), presenting the action as a completed whole before the subsequent event.",0,High," The phrase ""had spoken"" describes a completed action in the past, presented as a factual event within a narrative, indicating a realized event rather than a hypothetical or potential one.",0,High," The clause ""had spoken"" is not under the scope of any negator; the sentence expresses a positive assertion about the Lord Jesus speaking to them.",0,High," ""Had spoken"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," The phrase ""had spoken"" describes a past action that occurred before another past action (""was received up""), indicating anteriority in a narrative, not a counterfactual scenario.",0,High," The target gram ""had spoken"" is in the active voice, as the subject ""he"" is the agent performing the action of speaking.",0,High," The verb ""spoken"" in ""had spoken"" is used intransitively, as it is followed by a prepositional phrase (""to them"") rather than a direct object, indicating an absence of a direct object and thus an intransitive usage.",1,High," ""Had spoken"" is intransitive, with the subject ""he"" being a volitional agent performing the activity of speaking, thus fitting the criteria for an unergative verb.",0,High," ""Had spoken"" is not an unaccusative verb because it is not intransitive; it requires an object (in this case, ""to them"").",0,High," ""Had spoken"" describes a completed action, indicating a dynamic event rather than a static state.",1,High," ""Had spoken"" describes a dynamic process extending over time, compatible with ""for X time"" adverbials (e.g., ""He had spoken for an hour""), and lacks a specific endpoint or goal, fitting the criteria for an activity.",0,High," ""Had spoken"" describes a verbal activity that, while having duration, doesn't necessarily imply a constructive process with a defined goal or product, nor a gradual physical change or motion with a goal; it's more akin to an activity completed before another event.",0,High," ""Had spoken"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," ""Had spoken"" implies a duration of speaking, not a single, instantaneous action, thus failing the punctuality requirement for a semelfactive event.","past, participle","le, compound","partizip, prat, haben, indikativ",,
42001001a,1,Many have attempted to write an orderly narrative about the things that have taken place .,have attempted,have attempted,1,High," The verb ""attempted"" describes a completed activity or process that does not necessarily result in a state change, and the sentence implies that many people have tried to write the narrative at least once.",0,High," ""Attempted"" describes an activity that does not necessarily result in a lexical change of state; the success or failure of the attempt is not specified, and the sentence focuses on the act of trying rather than a resulting state.",0,--,"OR The phrase ""have attempted"" describes an iterative series of events (attempts) that have occurred repeatedly over a period, fitting the criteria for DtUniv.",0,0,High," The gram ""have attempted"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not tense-shifted.",1,High," ""Have attempted"" uses Simple Perfect morphology with a dynamic verb (""attempt""), presenting the action as a completed whole.",0,High," The phrase ""have attempted"" describes a past action that has occurred, presenting it as a fact about the actual world.",0,High," The clause ""Many have attempted to write an orderly narrative"" is a positive assertion; there is no negation present that scopes over ""have attempted.""",0,High," ""Attempt"" describes an activity with duration, not an instantaneous transition, and is compatible with ""finish"" (e.g., ""He finished attempting"").",0,High," The phrase ""have attempted"" describes a real action that has occurred, indicating an indicative mood rather than a counterfactual one.",0,High," The target gram ""have attempted"" is in the active voice, where the subject ""many"" is the agent performing the action of attempting.",1,High," The verb ""attempted"" takes a direct object ""to write an orderly narrative,"" fulfilling the criteria for a transitive verb.",0,--,"OR ""Have attempted"" is used intransitively, with the subject ""many"" being a volitional agent performing an activity without targeting an object, thus fitting the criteria for an unergative verb.",0,High," ""Have attempted"" is an intransitive verb where the subject ""many"" is an agent performing an action, thus it is Unergative and not Unaccusative.",0,High," ""Have attempted"" describes an activity (attempting) that has occurred, indicating a dynamic situation rather than a static state.",1,High," ""Attempted"" describes a dynamic process extending over time, compatible with ""for X time"" adverbials (e.g., ""They have attempted for years""), and lacks a specific endpoint, fitting the criteria for an Activity.",0,High," ""Attempt"" describes a cognitive decision or process that, while potentially involving duration, does not guarantee a terminal point or product in the same way as accomplishments like ""build a house"" or ""melt ice.""",0,High," ""Attempt"" implies a process with duration, not an instantaneous transition, and is compatible with ""finish"" (e.g., ""He finished attempting""), indicating it's not an Achievement.",0,High," ""Have attempted"" implies a process or series of attempts, indicating duration and thus not fitting the instantaneous nature of a semelfactive event.","present, participle",n_a,"haben, partizip, indikativ, prasens",,
42001001b,1,Many have attempted to write an orderly narrative about the things that have taken place .,have taken place,have taken place,1,High," The verb phrase ""have taken place"" describes a completed activity or process that does not necessarily result in a visible state change, fitting the criteria for Experiential.",0,High," ""Have taken place"" describes an activity or event that occurred, but doesn't necessarily imply a current, lasting change of state in the subject (the ""things"").",0,--,"OR The phrase ""have taken place"" describes an iterative series of events occurring over a period, fitting the definition of the Universal gram.",0,0,High," The gram ""have taken place"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not tense-shifted.",1,High," The phrase ""have taken place"" describes a completed event, marking a transition or boundary, and thus fits the perfective aspect.",0,High," The phrase ""have taken place"" describes events that have actually occurred, fitting the criteria for Realis.",0,High," The clause ""have taken place"" is a positive assertion, and there is no negation present that scopes over it.",0,High," ""Have taken place"" describes an instantaneous transition or occurrence, fitting the definition of an Achievement, and it resists being stopped (you can't ""stop taking place"").",0,High," The phrase ""have taken place"" describes events that actually happened, indicating a real event rather than a counterfactual scenario.",0,High," ""Have taken place"" is an active construction, not a passive one, as the subject ""things"" is the agent, not the patient, of the action.",0,High," The verb phrase ""have taken place"" functions intransitively, describing an event without a direct object, thus not fitting the criteria for a transitive verb.",0,High," ""have taken place"" describes a change of state happening to the subject (""the things""), making it unaccusative rather than unergative.",1,High," The verb phrase ""have taken place"" describes the existence or appearance of events, fitting the criteria for an unaccusative verb.",0,High," ""Have taken place"" describes an event that has occurred, indicating a change and therefore dynamism, thus it is not a state.",0,--,"OR ""Have taken place"" describes a dynamic process extending over time with no inherent endpoint, fitting the criteria for an activity.",0,High," ""Take place"" describes an event occurring, which is more akin to an achievement (instantaneous change) than a gradual process with a defined goal.",1,High," ""Have taken place"" describes an instantaneous transition or occurrence, fitting the definition of an Achievement, and it resists being stopped (you can't ""stop taking place"").",0,High," ""Have taken place"" implies a duration and a series of events, rather than a single, instantaneous action, thus not fitting the semelfactive Aktionsart.","present, participle",n_a,"haben, partizip, indikativ, prasens",,
42001003,1,Most excellent Theophilus Greek : Theo philos : friend of God : I have accurately traced the course of all things from the beginning . Now it seems good to me to write this report to you .,have (accurately) traced,have accurately traced,1,High," The verb ""traced"" describes a completed activity or process, and the use of ""accurately"" suggests a thorough review of past events, fitting the Experiential definition.",0,High," The verb ""traced"" describes an activity of investigation and doesn't inherently imply a change of state in the subject or object; the focus is on the process of investigation, not a resulting state.",0,High," The verb ""traced"" is an accomplishment, and the sentence focuses on the completion of the tracing action, not its duration, making it more resultative than universal.",0,0,High," The gram ""have traced"" is a standard Present Perfect construction formed with the present tense auxiliary ""have"" and the past participle ""traced,"" thus fitting the criteria for a 0.",1,High," The verb ""traced"" is a dynamic verb in the simple perfect tense, indicating a completed action of tracing, thus perfective.",0,High," The phrase ""have accurately traced"" describes a completed action in the past, presented as a fact about the actual world, thus indicating Realis mood.",0,High," The clause ""I have accurately traced the course of all things from the beginning"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Have traced"" in this context implies a process of investigation and documentation over a period of time, indicating duration and thus not fitting the instantaneous nature of an Achievement.",0,High," The phrase ""have accurately traced"" describes a real action that the speaker claims to have done, indicating a factual past event rather than a counterfactual scenario.",0,High," The target gram ""have traced"" is in the active voice, where the subject ""I"" is the agent performing the action of tracing.",1,High," The verb ""traced"" has a direct object ""the course of all things,"" indicating a transitive usage.",0,High," The verb ""traced"" is transitive, taking ""the course of all things"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," The verb ""traced"" is transitive, as it takes the direct object ""the course of all things,"" thus disqualifying it from being unaccusative.",0,High," ""Have traced"" describes an action (tracing) that has been completed, indicating a dynamic event rather than a static state.",0,High," ""Have traced"" implies a completed action of following a course, suggesting a goal or endpoint, thus fitting the criteria for not being an activity.",1,High," ""Traced the course of all things"" implies a constructive process of investigation with a defined goal (understanding the course), fitting the 'Constructive Process with a defined GOAL or PRODUCT' criterion.",0,High," ""Have traced"" in this context implies a process of investigation and documentation over a period of time, indicating duration and thus not fitting the instantaneous nature of an Achievement.",0,High," ""Have traced"" implies an accomplishment with duration and a result (the traced course), indicating it's not a punctual, atelic event.","present, participle","yijing, guo","partizip, indikativ",,
42001013,1,"» Have no fear Zechariah , « said the angel , » for God has heard your prayer . Your wife Elisabeth will have a son and his name will be John .",has heard,has heard,1,High," ""has heard"" is a Verb of Perception, fitting the criteria for Experiential.",0,High," The verb ""has heard"" describes an act of perception that does not result in a lexical change of state for the subject (God).",0,High," The phrase ""has heard your prayer"" describes a completed action with a focus on the result (the prayer being heard), rather than the duration of the hearing, indicating a resultative aspect rather than a universal one.",0,0,High," The gram ""has heard"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""heard,"" thus fitting the criteria for a 0.",1,High," ""Has heard"" uses Simple Perfect morphology with a dynamic verb (""hear""), presenting the act of hearing as a completed event, thus perfective.",0,High," ""has heard"" is a present perfect tense asserting a fact about the actual world, indicating that the prayer has been heard, thus it is Realis.",1,High," The target gram ""has heard"" appears within the scope of the negative quantifier ""no"" in the phrase ""Have no fear,"" which effectively negates the possibility of God not hearing the prayer, thus indicating negative polarity.",0,High," ""Has heard"" describes an instantaneous transition from unheard to heard, fits the 'at [specific time]' test (God heard at that moment), resists 'stop' (You can't stop hearing), and has no duration, fitting the criteria for an Achievement.",0,High," The phrase ""has heard"" describes a real event that actually happened, where God heard Zechariah's prayer, indicating an indicative/realis clause.",0,High," The subject ""God"" performs the action of ""hearing,"" indicating active voice, not passive.",1,High," The verb ""has heard"" has an overt direct object ""your prayer,"" indicating a transitive usage.",0,High," The verb ""has heard"" is transitive, taking ""your prayer"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," ""has heard"" is a transitive verb phrase with ""prayer"" as its direct object, thus it cannot be unaccusative.",0,High," ""Has heard"" describes an event that has occurred, indicating a change of state from unheard to heard, thus it is dynamic and not a state.",0,High," ""Has heard"" implies a completed action with a specific endpoint (the hearing of the prayer), indicating an accomplishment rather than an activity.",0,High," ""Hear"" in this context represents a cognitive decision or reception of information, fitting the criteria for an Achievement rather than an Accomplishment.",1,High," ""Has heard"" describes an instantaneous transition from God not hearing the prayer to hearing it, fits the 'at [specific time]' test (e.g., God heard at that moment), resists 'stop' (you can't 'stop hearing'), and has no duration.",0,High," ""Has heard"" implies a completed action with a resultant state (God is now aware), indicating a change of state and thus not a semelfactive event.","present, participle",yi,"sein, partizip, werden, indikativ, prasens",,
42001017,1,» He will go before God in the spirit and power of Elijah . He will turn the hearts of fathers to their children and wrongdoers to the way of righteousness . This will make ready a people whose hearts have been directed to Jehovah . «,have been directed (to Jehovah),have been directed,0,High," The phrase ""have been directed"" implies a current state of being directed towards Jehovah, indicating a resultative rather than experiential aspect.",1,High," The phrase ""have been directed to Jehovah"" implies a current state of being directed or oriented towards Jehovah, fitting the definition of a Resultative gram where the subject is currently in the changed state.",0,--,"OR The phrase ""have been directed"" describes a state that has persisted over a period of time, aligning with the Universal gram's focus on a state holding true throughout a contextually defined time span.",0,0,High," The target gram ""have been directed"" is a standard Present Perfect construction using the present auxiliary ""have"" and a past participle, thus not indicating a tense shift.",1,High," The target gram is a passive perfect (""have been directed""), which, according to the diagnostics, should be treated as a bounded event and thus perfective.",0,High," The phrase ""have been directed"" describes a state that is presented as a fact about the people's hearts, indicating a realized condition rather than a potential or hypothetical one.",0,High," The clause ""whose hearts have been directed to Jehovah"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Have been directed"" implies a state resulting from a previous action, indicating duration and not an instantaneous transition, thus not fitting the Achievement Aktionsart.",0,High," The phrase ""have been directed"" describes a state of being that is presented as a real, accomplished fact about the people's hearts, not a hypothetical or counterfactual situation.",1,High," The target gram follows the morphology HAVE + BEEN + PAST PARTICIPLE ('have been directed'), the subject 'hearts' is the entity affected, and thus it is passive voice.",1,High," The clause is passive (""have been directed""), and passive constructions are considered transitive according to the diagnostics.",0,High," The verb ""directed"" is used transitively in the passive voice, with ""hearts"" being the subject that undergoes a change of state (being directed), thus not fitting the unergative criteria.",0,High," The target gram ""have been directed"" is a passive construction, as indicated by ""been + participle,"" thus it is not unaccusative.",0,--,"OR The phrase ""have been directed"" describes a state resulting from a prior action, and the hearts remain in that directed state, fitting the definition of Aktionsart: State.",0,High," ""Have been directed"" describes a state resulting from a previous action, not a continuous activity requiring ongoing energy input.",0,High," ""Have been directed"" describes a state resulting from a previous action, and while the process of directing might take time, the resulting state is more akin to an achievement or a state of being rather than a constructive process with a defined goal.",1,--,"OR ""Have been directed"" describes a state resulting from a previous action, implying duration and not an instantaneous transition.",0,High," The phrase ""have been directed"" implies a state resulting from a process, indicating a change of state and duration, thus not fitting the instantaneous nature of a semelfactive event.","present, participle",le,n_a,,
42001019,1,"The angel answered : » I am Gabriel , whose place is before God . I have been sent to give you this good news .",have been sent,have been sent,0,High," The verb ""sent"" implies a change of location, and the angel is currently present at the destination (speaking to the subject), thus indicating a resultative state.",1,High," The angel is currently in the state of being sent, having arrived at his destination (speaking to the recipient) and delivering the message.",0,High," The phrase ""have been sent"" describes a single, completed action of being sent, focusing on the result of the sending rather than a continuous state or habitual action.",0,0,High," The gram ""have been sent"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not indicating a tense shift.",1,High," ""have been sent"" is a passive perfect construction, indicating a completed action of being sent, thus perfective.",0,High," The phrase ""have been sent"" describes a past action with present relevance, presented as a fact about the angel's mission, thus representing a realized event in the actual world.",0,High," The clause ""I have been sent"" is a positive assertion; there is no negation present that scopes over the target gram.",0,High," ""Have been sent"" describes an instantaneous transition of being in one place to being in another, fitting the definition of an Achievement.",0,High," The sentence describes a real event that actually happened, where Gabriel was sent to deliver good news, indicating an indicative/realis clause.",1,High," The target gram ""have been sent"" follows the passive morphology HAVE + BEEN + PAST PARTICIPLE, and the subject ""I"" is the recipient of the action, not the agent.",1,High," The clause is passive (""have been sent""), and passive constructions are considered transitive according to the diagnostics.",0,High," ""have been sent"" is a passive construction where the subject (I) is undergoing a change of location/state (being sent), not initiating an action, and thus does not fit the criteria for an unergative verb.",0,High," ""have been sent"" is a passive construction, as indicated by ""been + participle,"" and therefore does not meet the criteria for an unaccusative verb.",0,High," ""Have been sent"" describes a passive event or process, indicating a change of location and agency, thus it is dynamic and not a static state.",0,High," ""Have been sent"" implies a completed action with a specific endpoint (being sent), fitting the criteria for not being an activity.",0,High," ""Have been sent"" describes a completed action of being dispatched, which is more akin to an achievement (a punctual event) than an accomplishment (a gradual process with a terminal point).",1,High," ""Have been sent"" describes an instantaneous transition of being in one place to being in another, fitting the definition of an Achievement.",0,High," ""Have been sent"" implies a completed action with a resultant state of being in a new location, indicating a change of state and thus not a semelfactive event.","present, participle",nullmarked,"sein, partizip, indikativ, prasens",,
